cla_id,cla_Name,exam_number,exam_numname,exam_type,exam_sdate,mes_TestID,mes_StudentID,mes_Total_Score
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14757,687.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14757,670.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14757,130.2
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14757,609.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14757,129.3
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148170,14757,78.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14778,592.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14778,454.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14778,707.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14778,124.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14778,255.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14778,132.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14778,704.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14778,710.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14778,133.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14778,621.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14778,90.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14778,71.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14778,541.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14778,480.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14778,101.3
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14778,432.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14778,100.9
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148170,14778,89.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14805,508.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14805,457.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14805,672.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14805,126.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14805,240.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14805,131.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14805,698.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14805,701.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14805,126.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14805,650.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14805,68.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14805,72.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14805,549.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14805,541.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14805,104.4
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14805,452.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14805,105.39999999999999
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,14805,81.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14809,471.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14809,471.5
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14809,766.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14809,127.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14809,244.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14809,136.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14809,819.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14809,784.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14809,130.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14809,706.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14809,78.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14809,72.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14809,697.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14809,670.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14809,113.3
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14809,517.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14809,115.19999999999999
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148170,14809,77.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14820,650.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14820,447.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14820,708.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14820,127.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14820,251.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14820,136.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14820,776.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14820,754.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14820,131.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14820,676.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14820,79.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14820,74.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14820,529.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14820,492.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14820,102.3
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14820,438.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14820,100.60000000000001
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148170,14820,88.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14824,569.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14824,458.5
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14824,642.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14824,120.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14824,259.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14824,130.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14824,696.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14824,690.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14824,130.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14824,659.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14824,86.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14824,71.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14824,539.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14824,554.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14824,112.0
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14824,495.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14824,111.4
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,14824,95.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14845,515.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14845,414.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14845,634.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138261,14845,122.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14845,169.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14845,129.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14845,704.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14845,697.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14845,130.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14845,630.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14845,70.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14845,451.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14845,461.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14845,99.4
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14845,391.5
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,14845,101.2
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14851,521.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14851,439.5
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14851,610.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14851,122.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14851,264.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14851,129.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14851,634.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14851,653.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14851,129.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14851,583.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14851,92.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14851,69.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14851,545.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14851,531.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14851,112.5
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14851,464.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14851,113.9
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,14851,92.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14853,448.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14853,457.5
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14853,648.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14853,124.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14853,230.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14853,130.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14853,712.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14853,692.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14853,130.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14853,632.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14853,82.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14853,68.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14853,586.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14853,551.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14853,105.0
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14853,467.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14853,110.5
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148183,14853,77.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14862,546.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14862,463.5
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14862,733.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14862,125.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14862,256.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14862,134.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14862,783.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14862,757.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14862,133.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14862,710.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14862,81.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14862,72.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14862,649.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14862,600.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14862,116.6
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14862,571.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14862,116.1
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148183,14862,89.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14877,632.5
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14877,472.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14877,741.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14877,125.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14877,241.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14877,131.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14877,731.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14877,737.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14877,132.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14877,684.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14877,75.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14877,74.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14877,557.5
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14877,562.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14877,126.8
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14877,533.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14877,129.0
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,14877,85.0
906,白-高二(06),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14879,561.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,14879,496.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,14879,715.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,14879,126.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,14879,230.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,14879,132.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,14879,745.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,14879,733.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,14879,127.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,14879,674.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,14879,62.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,14879,69.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,14879,680.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,14879,647.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,14879,121.5
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,14879,589.0
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,14879,127.60000000000001
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148183,14879,75.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,15002,546.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,15002,495.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,15002,115.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,15002,259.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,15002,124.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,15002,525.0
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,15002,560.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,15002,122.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,15002,436.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,15002,81.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,15002,64.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,15002,434.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,15002,443.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,15002,107.4
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,15002,360.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,15002,106.60000000000001
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148196,15002,88.0
906,白-高二(06),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137130,15004,404.0
906,白-高二(06),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138014,15004,703.0
906,白-高二(06),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138274,15004,125.0
906,白-高二(06),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139094,15004,240.0
906,白-高二(06),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139658,15004,132.0
906,白-高二(06),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140223,15004,739.5
906,白-高二(06),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140771,15004,727.0
906,白-高二(06),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141259,15004,128.0
906,白-高二(06),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142270,15004,679.0
906,白-高二(06),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142774,15004,70.0
906,白-高二(06),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143077,15004,69.0
906,白-高二(06),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143598,15004,531.0
906,白-高二(06),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145133,15004,571.0
906,白-高二(06),304,2018-1学期期中考试,2,2018/11/5 0:00,145866,15004,97.1
906,白-高二(06),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146924,15004,480.5
906,白-高二(06),306,2018-1考查课总评,18,2019/1/3 0:00,147367,15004,99.4
906,白-高二(06),307,2018-1学期期末考试,3,2019/1/22 0:00,148170,15004,86.0
907,白-高二(07),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135094,14037,512.0
907,白-高二(07),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135762,14037,0.0
907,白-高二(07),280,2016学年度第二学期总评,5,2017/6/28 0:00,135455,14037,0.0
907,白-高二(07),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137132,14037,0.0
907,白-高二(07),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138016,14037,840.0
907,白-高二(07),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138276,14037,171.7
907,白-高二(07),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139096,14037,242.0
907,白-高二(07),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139660,14037,165.0
907,白-高二(07),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140225,14037,901.5
907,白-高二(07),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140773,14037,847.0
907,白-高二(07),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141261,14037,133.0
907,白-高二(07),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142271,14037,824.0
907,白-高二(07),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142776,14037,156.0
907,白-高二(07),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143079,14037,75.0
907,白-高二(07),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143600,14037,733.0
907,白-高二(07),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145139,14037,661.0
907,白-高二(07),304,2018-1学期期中考试,2,2018/11/5 0:00,145872,14037,119.5
907,白-高二(07),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146930,14037,620.0
907,白-高二(07),306,2018-1考查课总评,18,2019/1/3 0:00,147373,14037,104.5
907,白-高二(07),307,2018-1学期期末考试,3,2019/1/22 0:00,148176,14037,78.0
907,白-高二(07),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14524,735.5
907,白-高二(07),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137132,14524,483.5
907,白-高二(07),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138016,14524,687.0
907,白-高二(07),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138276,14524,122.8
907,白-高二(07),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139096,14524,257.0
907,白-高二(07),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139660,14524,131.0
907,白-高二(07),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140225,14524,779.0
907,白-高二(07),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140773,14524,736.0
907,白-高二(07),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141261,14524,130.0
907,白-高二(07),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142271,14524,671.0
907,白-高二(07),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142776,14524,162.0
907,白-高二(07),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143079,14524,71.0
907,白-高二(07),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143600,14524,606.0
907,白-高二(07),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145139,14524,575.0
907,白-高二(07),304,2018-1学期期中考试,2,2018/11/5 0:00,145872,14524,117.8
907,白-高二(07),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146930,14524,516.5
907,白-高二(07),306,2018-1考查课总评,18,2019/1/3 0:00,147373,14524,113.10000000000001
907,白-高二(07),307,2018-1学期期末考试,3,2019/1/22 0:00,148176,14524,87.0
907,白-高二(07),281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,14525,560.0
907,白-高二(07),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137132,14525,455.0
907,白-高二(07),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138016,14525,607.0
907,白-高二(07),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138263,14525,113.5
907,白-高二(07),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139096,14525,172.0
907,白-高二(07),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139660,14525,122.0
907,白-高二(07),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140225,14525,623.0
907,白-高二(07),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140773,14525,629.0
907,白-高二(07),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141261,14525,123.0
907,白-高二(07),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142271,14525,576.0
907,白-高二(07),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142776,14525,161.0
907,白-高二(07),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143079,14525,66.0
907,白-高二(07),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143600,14525,625.0
907,白-高二(07),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145139,14525,586.0
