cla_id,cla_Name,mes_sub_id,mes_sub_name,exam_number,exam_numname,exam_type,exam_sdate,mes_TestID,mes_StudentID,mes_Score
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14109,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14116,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14120,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14124,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14129,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14170,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14171,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14175,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14190,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14193,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14195,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14203,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14204,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14214,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14216,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14241,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14269,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14273,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14275,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14277,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14282,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14284,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14304,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14311,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14330,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14334,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14353,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14360,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14376,-2
920,高三(08),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139984,14377,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14018,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14027,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14109,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14124,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14151,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14164,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14175,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14196,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14214,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14219,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14273,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14274,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14304,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14311,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14353,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14355,-2
920,高三(08),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139972,14360,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,13961,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,13979,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,13989,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,13994,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14063,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14076,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14077,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14081,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14086,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14102,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14117,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14118,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14119,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14149,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14154,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14166,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14167,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14172,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14176,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14198,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14228,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14231,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14233,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14243,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14263,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14264,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14265,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14289,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14328,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14331,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14343,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14346,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14359,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14363,-2
923,高三(09),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140023,14372,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14008,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14015,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14063,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14081,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14119,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14149,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14160,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14166,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14167,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14205,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14263,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14264,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14265,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14289,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14328,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14331,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14357,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14363,-2
923,高三(09),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140011,14370,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,13994,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14008,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14076,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14077,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14086,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14102,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14118,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14119,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14154,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14160,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14176,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14205,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14228,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14231,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14233,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14263,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14289,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14328,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14331,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14343,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14346,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14357,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14359,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14363,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14370,-2
923,高三(09),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139987,14372,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,13961,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,13989,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,13994,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14008,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14015,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14076,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14077,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14102,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14117,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14118,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14149,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14154,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14160,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14166,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14172,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14198,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14228,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14233,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14243,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14264,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14328,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14343,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14346,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14357,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14359,-2
923,高三(09),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139975,14370,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,13564,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,13973,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,13984,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,13990,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14000,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14004,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14019,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14029,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14047,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14087,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14143,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14150,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14155,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14163,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14185,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14186,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14215,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14224,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14225,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14239,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14250,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14254,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14255,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14256,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14271,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14298,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14316,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14329,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14332,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14341,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14345,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14354,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14358,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14379,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14450,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14451,-2
925,高三(10),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140025,14452,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,13564,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,13984,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,13990,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14019,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14029,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14115,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14121,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14150,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14155,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14163,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14186,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14197,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14215,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14227,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14229,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14239,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14250,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14255,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14261,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14271,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14329,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14332,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14345,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14379,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14450,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14451,-2
925,高三(10),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,140013,14452,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,13564,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,13973,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14000,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14087,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14115,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14121,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14143,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14163,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14186,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14197,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14227,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14229,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14239,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14250,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14256,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14261,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14271,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14294,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14298,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14316,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14332,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14354,-2
925,高三(10),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139989,14358,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,13973,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,13984,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14000,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14004,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14019,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14047,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14087,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14143,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14155,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14185,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14224,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14225,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14227,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14239,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14254,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14255,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14271,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14298,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14329,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14341,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14345,-2
925,高三(10),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139977,14358,-2
